CustomerID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,segment
12791.0,5282.0,1,385.2,1,1,1,111,Churned Customer
17643.0,5282.0,1,203.1,1,1,1,111,Churned Customer
13065.0,5282.0,1,411.72,1,1,1,111,Churned Customer
14729.0,5282.0,1,626.98,1,1,2,112,Regular Customer
17908.0,5282.0,1,486.56,1,1,2,112,Regular Customer
17968.0,5282.0,1,554.7,1,1,2,112,Regular Customer
16274.0,5282.0,1,715.9,1,1,2,112,Regular Customer
15350.0,5282.0,1,231.3,1,1,1,111,Churned Customer
14237.0,5282.0,1,322.0,1,1,1,111,Churned Customer
14142.0,5282.0,1,623.62,1,1,2,112,Regular Customer
13747.0,5282.0,1,159.2,1,2,1,121,Regular Customer
16583.0,5282.0,1,466.9,1,1,1,111,Churned Customer
18011.0,5282.0,1,205.58,1,1,1,111,Churned Customer
15165.0,5282.0,1,975.5,1,2,3,123,Regular Customer
18074.0,5282.0,1,979.2,1,2,3,123,Regular Customer
17732.0,5281.0,1,607.94,1,1,2,112,Regular Customer
15923.0,5281.0,1,254.16,1,1,1,111,Churned Customer
15070.0,5281.0,1,212.4,1,1,1,111,Churned Customer
13108.0,5281.0,1,700.12,1,1,2,112,Regular Customer
17855.0,5281.0,1,417.94,1,1,1,111,Churned Customer
16510.0,5281.0,1,496.2,1,1,2,112,Regular Customer
13958.0,5281.0,1,-204.9,1,1,1,111,Churned Customer
16752.0,5281.0,1,415.0,1,1,1,111,Churned Customer
17976.0,5281.0,1,706.38,1,1,2,112,Regular Customer
16995.0,5281.0,1,-2.5,1,2,1,121,Regular Customer
16754.0,5281.0,1,4004.8,1,2,4,124,Regular Customer
17925.0,5281.0,1,488.16,1,1,2,112,Regular Customer
17547.0,5281.0,1,-23.6,1,2,1,121,Regular Customer
12738.0,5281.0,1,310.7,1,1,1,111,Churned Customer
15922.0,5281.0,2,727.2,1,3,2,132,Regular Customer
14576.0,5281.0,1,70.8,1,2,1,121,Regular Customer
13011.0,5281.0,1,101.1,1,2,1,121,Regular Customer
12855.0,5281.0,1,76.2,1,2,1,121,Regular Customer
12686.0,5280.0,1,178.28,1,2,1,121,Regular Customer
14679.0,5280.0,1,-5.1,1,2,1,121,Regular Customer
14213.0,5280.0,1,-2384.4,1,2,1,121,Regular Customer
12725.0,5280.0,1,855.6,1,2,2,122,Regular Customer
14589.0,5280.0,1,79.5,1,2,1,121,Regular Customer
16926.0,5280.0,1,460.5,1,1,1,111,Churned Customer
17967.0,5280.0,1,246.14,1,1,1,111,Churned Customer
14813.0,5278.0,2,310.86,1,3,1,131,Regular Customer
16718.0,5278.0,1,1247.5,1,2,3,123,Regular Customer
15880.0,5278.0,2,626.56,1,2,2,122,Regular Customer
17860.0,5277.0,1,505.6,1,1,2,112,Regular Customer
18113.0,5277.0,1,152.64,1,2,1,121,Regular Customer
16138.0,5277.0,1,-15.9,1,2,1,121,Regular Customer
15899.0,5277.0,1,112.5,1,2,1,121,Regular Customer
16658.0,5277.0,1,246.48,1,1,1,111,Churned Customer
15180.0,5276.0,1,175.0,1,2,1,121,Regular Customer
13786.0,5276.0,1,460.8,1,1,1,111,Churned Customer
16125.0,5276.0,1,578.7,1,1,2,112,Regular Customer
13807.0,5276.0,1,225.2,1,1,1,111,Churned Customer
18119.0,5276.0,1,362.24,1,1,1,111,Churned Customer
15332.0,5275.0,4,3322.12,1,4,4,144,Regular Customer
13370.0,5275.0,2,1442.64,1,2,3,123,Regular Customer
16893.0,5275.0,1,291.86,1,1,1,111,Churned Customer
15347.0,5275.0,1,403.2,1,1,1,111,Churned Customer
12870.0,5275.0,1,-29.8,1,2,1,121,Regular Customer
16858.0,5275.0,2,691.78,1,3,2,132,Regular Customer
16252.0,5275.0,1,-590.18,1,1,1,111,Churned Customer
16679.0,5275.0,1,259.5,1,1,1,111,Churned Customer
12441.0,5275.0,1,347.1,1,1,1,111,Churned Customer
14821.0,5275.0,1,97.6,1,2,1,121,Regular Customer
13270.0,5275.0,1,1180.0,1,2,3,123,Regular Customer
15221.0,5275.0,2,228.2,1,3,1,131,Regular Customer
12605.0,5274.0,1,-15.0,1,2,1,121,Regular Customer
17307.0,5274.0,1,-305.28,1,1,1,111,Churned Customer
16781.0,5274.0,2,589.3,1,2,2,122,Regular Customer
17456.0,5274.0,1,499.72,1,1,2,112,Regular Customer
15945.0,5274.0,1,362.0,1,1,1,111,Churned Customer
16579.0,5274.0,1,-61.2,1,1,1,111,Churned Customer
16065.0,5274.0,1,744.18,1,2,2,122,Regular Customer
14355.0,5274.0,1,348.8,1,1,1,111,Churned Customer
14932.0,5274.0,1,727.06,1,1,2,112,Regular Customer
17978.0,5274.0,1,601.84,1,1,2,112,Regular Customer
16795.0,5274.0,1,829.76,1,2,2,122,Regular Customer
17880.0,5273.0,1,917.84,1,2,2,122,Regular Customer
15723.0,5273.0,1,406.2,1,1,1,111,Churned Customer
16727.0,5273.0,1,545.64,1,1,2,112,Regular Customer
14082.0,5273.0,1,364.5,1,1,1,111,Churned Customer
16565.0,5273.0,1,347.4,1,1,1,111,Churned Customer
18004.0,5271.0,1,338.94,1,1,1,111,Churned Customer
15503.0,5271.0,1,294.18,1,1,1,111,Churned Customer
15454.0,5271.0,1,358.2,1,1,1,111,Churned Customer
17251.0,5271.0,1,566.56,1,1,2,112,Regular Customer
14413.0,5271.0,1,245.4,1,1,1,111,Churned Customer
16665.0,5271.0,1,270.8,1,1,1,111,Churned Customer
15361.0,5270.0,1,837.84,1,2,2,122,Regular Customer
17303.0,5270.0,1,500.08,1,1,2,112,Regular Customer
17524.0,5270.0,1,290.0,1,1,1,111,Churned Customer
16499.0,5269.0,5,638.2,1,4,2,142,Regular Customer
16812.0,5269.0,1,958.7,1,2,3,123,Regular Customer
13948.0,5269.0,1,204.0,1,1,1,111,Churned Customer
18141.0,5269.0,1,-70.8,1,1,1,111,Churned Customer
16262.0,5269.0,1,-63.3,1,1,1,111,Churned Customer
16202.0,5269.0,1,730.54,1,1,2,112,Regular Customer
12797.0,5269.0,3,388.36,1,3,1,131,Regular Customer
17551.0,5268.0,1,613.68,1,1,2,112,Regular Customer
13295.0,5268.0,2,395.9,1,2,1,121,Regular Customer
17525.0,5268.0,1,845.4,1,2,2,122,Regular Customer
18050.0,5268.0,1,148.8,1,2,1,121,Regular Customer
17752.0,5268.0,1,161.28,1,2,1,121,Regular Customer
13829.0,5268.0,1,-204.0,1,1,1,111,Churned Customer
12666.0,5268.0,1,-454.88,1,1,1,111,Churned Customer
17496.0,5267.0,1,542.1,1,1,2,112,Regular Customer
14373.0,5267.0,1,153.1,1,2,1,121,Regular Customer
15224.0,5267.0,3,620.96,1,3,2,132,Regular Customer
13874.0,5267.0,1,1080.9,1,2,3,123,Regular Customer
17691.0,5267.0,2,580.8,1,2,2,122,Regular Customer
18269.0,5267.0,2,277.8,1,3,1,131,Regular Customer
15789.0,5267.0,1,702.6,1,1,2,112,Regular Customer
15204.0,5266.0,1,633.16,1,1,2,112,Regular Customer
13033.0,5266.0,1,381.1,1,1,1,111,Churned Customer
12551.0,5266.0,1,336.0,1,1,1,111,Churned Customer
15160.0,5266.0,1,316.32,1,1,1,111,Churned Customer
17343.0,5264.0,1,387.28,1,1,1,111,Churned Customer
14119.0,5263.0,1,-39.8,1,1,1,111,Churned Customer
15279.0,5263.0,2,554.82,1,2,2,122,Regular Customer
13369.0,5263.0,2,527.5,1,2,2,122,Regular Customer
18256.0,5263.0,1,-100.2,1,1,1,111,Churned Customer
15460.0,5263.0,1,433.52,1,1,1,111,Churned Customer
12515.0,5262.0,1,767.4,1,2,2,122,Regular Customer
18176.0,5262.0,2,897.3,1,2,2,122,Regular Customer
16270.0,5262.0,1,2282.48,1,1,4,114,Regular Customer
12734.0,5261.0,1,220.8,1,1,1,111,Churned Customer
13922.0,5260.0,1,344.5,1,1,1,111,Churned Customer
13304.0,5260.0,1,600.84,1,1,2,112,Regular Customer
15562.0,5260.0,1,269.1,1,1,1,111,Churned Customer
16282.0,5248.0,1,336.6,1,1,1,111,Churned Customer
15266.0,5247.0,1,238.6,1,1,1,111,Churned Customer
15464.0,5247.0,1,2097.7,1,1,4,114,Regular Customer
13187.0,5246.0,1,472.04,1,1,2,112,Regular Customer
15823.0,5246.0,2,-1681.52,1,3,1,131,Regular Customer
12386.0,5246.0,2,803.8,1,3,2,132,Regular Customer
12503.0,5246.0,1,-2252.0,1,1,1,111,Churned Customer
14889.0,5245.0,1,271.8,1,1,1,111,Churned Customer
15649.0,5245.0,2,1632.0,1,3,3,133,Regular Customer
15607.0,5245.0,1,209.52,1,1,1,111,Churned Customer
12489.0,5245.0,1,669.86,1,1,2,112,Regular Customer
12793.0,5243.0,2,1090.96,1,2,3,123,Regular Customer
18032.0,5243.0,1,147.0,1,2,1,121,Regular Customer
12651.0,5243.0,1,228.0,1,1,1,111,Churned Customer
17128.0,5243.0,1,314.18,1,1,1,111,Churned Customer
15326.0,5242.0,1,623.42,1,1,2,112,Regular Customer
16850.0,5242.0,1,664.82,1,1,2,112,Regular Customer
16351.0,5241.0,1,307.8,1,1,1,111,Churned Customer
15346.0,5241.0,1,504.84,1,1,2,112,Regular Customer
13144.0,5241.0,1,221.9,1,1,1,111,Churned Customer
12736.0,5241.0,1,468.0,1,1,1,111,Churned Customer
17569.0,5241.0,1,688.28,1,1,2,112,Regular Customer
14185.0,5240.0,1,395.3,1,1,1,111,Churned Customer
14270.0,5240.0,1,985.3,1,2,3,123,Regular Customer
15100.0,5239.0,6,1270.2,1,4,3,143,Regular Customer
18085.0,5239.0,2,1379.9,1,2,3,123,Regular Customer
17406.0,5239.0,5,3857.44,1,4,4,144,Regular Customer
15510.0,5239.0,1,500.0,1,1,2,112,Regular Customer
15447.0,5239.0,1,310.34,1,1,1,111,Churned Customer
16315.0,5239.0,1,452.74,1,1,1,111,Churned Customer
18106.0,5238.0,1,861.4,1,2,2,122,Regular Customer
12672.0,5238.0,1,451.8,1,1,1,111,Churned Customer
13385.0,5238.0,1,1069.14,1,2,3,123,Regular Customer
14238.0,5235.0,1,293.7,1,1,1,111,Churned Customer
18212.0,5235.0,1,496.84,1,1,2,112,Regular Customer
15316.0,5235.0,1,330.0,1,1,1,111,Churned Customer
13859.0,5235.0,1,402.32,1,1,1,111,Churned Customer
12872.0,5235.0,2,1199.94,1,2,3,123,Regular Customer
15395.0,5234.0,1,214.9,1,1,1,111,Churned Customer
18233.0,5234.0,1,880.0,1,2,2,122,Regular Customer
12346.0,5234.0,2,0.0,1,2,1,121,Regular Customer
13693.0,5234.0,2,-64.0,1,2,1,121,Regular Customer
13898.0,5234.0,1,311.86,1,1,1,111,Churned Customer
12665.0,5233.0,2,123.5,1,3,1,131,Regular Customer
15171.0,5233.0,2,2069.0,1,3,4,134,Regular Customer
14090.0,5233.0,1,152.64,1,2,1,121,Regular Customer
15262.0,5232.0,1,357.9,1,1,1,111,Churned Customer
17862.0,5232.0,1,661.8,1,1,2,112,Regular Customer
15422.0,5232.0,2,195.4,1,3,1,131,Regular Customer
13008.0,5232.0,2,356.94,1,2,1,121,Regular Customer
12402.0,5232.0,1,451.2,1,1,1,111,Churned Customer
13284.0,5231.0,2,392.3,1,2,1,121,Regular Customer
17890.0,5231.0,2,1204.18,1,2,3,123,Regular Customer
12652.0,5231.0,2,1829.06,1,3,4,134,Regular Customer
16387.0,5231.0,1,188.72,1,2,1,121,Regular Customer
12829.0,5231.0,3,506.1,1,3,2,132,Regular Customer
15174.0,5231.0,1,271.5,1,1,1,111,Churned Customer
17714.0,5229.0,1,306.0,1,1,1,111,Churned Customer
14068.0,5229.0,1,531.7,1,1,2,112,Regular Customer
15167.0,5229.0,1,326.0,1,1,1,111,Churned Customer
14439.0,5228.0,1,5322.48,1,2,5,125,Big Spender
13551.0,5228.0,1,183.6,1,2,1,121,Regular Customer
14368.0,5228.0,1,310.0,1,1,1,111,Churned Customer
15820.0,5228.0,1,413.96,1,1,1,111,Churned Customer
15052.0,5228.0,1,431.56,1,1,1,111,Churned Customer
14130.0,5228.0,1,967.72,1,2,3,123,Regular Customer
14782.0,5228.0,1,400.2,1,1,1,111,Churned Customer
13703.0,5227.0,1,199.0,1,1,1,111,Churned Customer
16757.0,5227.0,1,213.66,1,1,1,111,Churned Customer
15213.0,5227.0,3,650.1,1,3,2,132,Regular Customer
17094.0,5227.0,2,540.4,1,2,2,122,Regular Customer
15222.0,5227.0,1,1170.0,1,2,3,123,Regular Customer
16222.0,5227.0,1,1693.44,1,2,3,123,Regular Customer
13002.0,5227.0,1,241.9,1,1,1,111,Churned Customer
14248.0,5227.0,1,605.16,1,1,2,112,Regular Customer
17118.0,5226.0,1,314.04,1,1,1,111,Churned Customer
15661.0,5226.0,2,619.6,1,2,2,122,Regular Customer
12591.0,5226.0,1,905.7,1,2,2,122,Regular Customer
12764.0,5225.0,1,3387.76,1,2,4,124,Regular Customer
16124.0,5225.0,2,374.3,1,2,1,121,Regular Customer
13328.0,5225.0,1,2616.96,1,2,4,124,Regular Customer
12377.0,5224.0,2,3256.24,1,2,4,124,Regular Customer
12735.0,5224.0,2,1559.14,1,3,3,133,Regular Customer
12574.0,5224.0,1,436.9,1,1,1,111,Churned Customer
12501.0,5224.0,2,4179.36,1,2,5,125,Big Spender
17431.0,5222.0,1,806.6,1,2,2,122,Regular Customer
13161.0,5222.0,1,225.5,1,1,1,111,Churned Customer
15415.0,5222.0,1,1145.62,1,2,3,123,Regular Customer
17062.0,5222.0,5,1068.94,1,4,3,143,Regular Customer
15448.0,5221.0,1,989.28,1,2,3,123,Regular Customer
13615.0,5221.0,2,799.98,1,3,2,132,Regular Customer
18095.0,5221.0,2,1160.1,1,2,3,123,Regular Customer
15881.0,5221.0,8,876.48,1,5,2,152,Frequent Buyer
13506.0,5221.0,3,905.64,1,3,2,132,Regular Customer
13600.0,5221.0,1,439.04,1,1,1,111,Churned Customer
17619.0,5221.0,1,437.04,1,1,1,111,Churned Customer
17239.0,5221.0,2,759.9,1,3,2,132,Regular Customer
14549.0,5220.0,1,578.48,1,1,2,112,Regular Customer
13494.0,5220.0,1,632.52,1,1,2,112,Regular Customer
15107.0,5220.0,8,495.32,1,5,2,152,Frequent Buyer
12373.0,5220.0,1,729.2,1,1,2,112,Regular Customer
17356.0,5220.0,1,356.44,1,1,1,111,Churned Customer
14627.0,5220.0,1,-43.7,1,1,1,111,Churned Customer
14850.0,5220.0,2,556.3,1,2,2,122,Regular Customer
14496.0,5220.0,2,1077.62,1,2,3,123,Regular Customer
15940.0,5220.0,2,63.6,1,2,1,121,Regular Customer
15226.0,5219.0,1,308.82,1,1,1,111,Churned Customer
17912.0,5219.0,6,591.22,1,4,2,142,Regular Customer
14411.0,5219.0,1,2126.0,1,1,4,114,Regular Customer
12350.0,5219.0,1,668.8,1,1,2,112,Regular Customer
14457.0,5219.0,1,227.28,1,1,1,111,Churned Customer
12559.0,5219.0,3,1072.42,1,3,3,133,Regular Customer
17223.0,5219.0,2,853.58,1,2,2,122,Regular Customer
13581.0,5218.0,1,236.0,1,1,1,111,Churned Customer
16030.0,5218.0,1,662.48,1,1,2,112,Regular Customer
13800.0,5218.0,1,1116.64,1,2,3,123,Regular Customer
17226.0,5217.0,1,786.98,1,2,2,122,Regular Customer
13963.0,5217.0,4,1329.08,1,4,3,143,Regular Customer
15090.0,5217.0,1,762.64,1,2,2,122,Regular Customer
17291.0,5217.0,1,1101.6,1,2,3,123,Regular Customer
17517.0,5217.0,1,307.88,1,1,1,111,Churned Customer
15808.0,5215.0,5,7449.54,1,4,5,145,Big Spender
12956.0,5215.0,1,216.14,1,1,1,111,Churned Customer
17392.0,5215.0,2,915.82,1,2,2,122,Regular Customer
14438.0,5215.0,1,263.8,1,1,1,111,Churned Customer
13584.0,5215.0,1,284.8,1,1,1,111,Churned Customer
14600.0,5214.0,1,786.66,1,2,2,122,Regular Customer
13809.0,5214.0,1,310.1,1,1,1,111,Churned Customer
17881.0,5213.0,1,266.7,1,1,1,111,Churned Customer
15753.0,5213.0,1,158.4,1,2,1,121,Regular Customer
17859.0,5213.0,1,296.42,1,1,1,111,Churned Customer
17358.0,5212.0,2,731.7,1,3,2,132,Regular Customer
17843.0,5212.0,1,410.96,1,1,1,111,Churned Customer
15970.0,5212.0,1,628.2,1,1,2,112,Regular Customer
12401.0,5212.0,1,168.6,1,2,1,121,Regular Customer
15843.0,5212.0,1,237.9,1,1,1,111,Churned Customer
16403.0,5211.0,2,322.1,1,3,1,131,Regular Customer
16425.0,5211.0,1,605.4,1,1,2,112,Regular Customer
17850.0,5211.0,35,10577.26,1,5,5,155,Frequent Buyer
12561.0,5211.0,1,477.7,1,1,2,112,Regular Customer
13706.0,5211.0,1,661.58,1,1,2,112,Regular Customer
16725.0,5211.0,8,1550.14,1,5,3,153,Frequent Buyer
16405.0,5211.0,2,334.5,1,3,1,131,Regular Customer
14497.0,5210.0,2,914.94,1,2,2,122,Regular Customer
18250.0,5210.0,2,685.84,1,3,2,132,Regular Customer
13672.0,5210.0,6,-142.92,1,4,1,141,Regular Customer
13819.0,5210.0,3,2280.7,1,3,4,134,Regular Customer
12410.0,5210.0,3,1362.16,1,3,3,133,Regular Customer
12943.0,5210.0,1,-7.5,1,2,1,121,Regular Customer
18159.0,5210.0,1,1060.3,1,2,3,123,Regular Customer
15638.0,5210.0,1,-188.0,1,1,1,111,Churned Customer
17334.0,5210.0,3,613.2,1,3,2,132,Regular Customer
12505.0,5210.0,1,-9.0,1,2,1,121,Regular Customer
16084.0,5208.0,1,872.36,1,2,2,122,Regular Customer
16897.0,5208.0,3,426.06,1,3,1,131,Regular Customer
15236.0,5207.0,1,642.1,1,1,2,112,Regular Customer
17829.0,5207.0,1,1778.48,1,2,3,123,Regular Customer
14431.0,5207.0,2,795.52,1,3,2,132,Regular Customer
14176.0,5206.0,5,1148.0,1,4,3,143,Regular Customer
16738.0,5206.0,1,7.5,1,2,1,121,Regular Customer
14935.0,5206.0,1,3569.42,1,2,4,124,Regular Customer
13893.0,5206.0,1,1642.2,1,2,3,123,Regular Customer
15670.0,5205.0,1,346.1,1,1,1,111,Churned Customer
16494.0,5205.0,1,1653.06,1,2,3,123,Regular Customer
16148.0,5205.0,1,152.64,1,2,1,121,Regular Customer
14386.0,5205.0,1,284.8,1,1,1,111,Churned Customer
16509.0,5205.0,1,727.4,1,1,2,112,Regular Customer
14371.0,5204.0,1,201.0,1,1,1,111,Churned Customer
18138.0,5204.0,1,305.3,1,1,1,111,Churned Customer
13932.0,5203.0,1,614.8,1,1,2,112,Regular Customer
16765.0,5203.0,1,68.0,1,2,1,121,Regular Customer
14760.0,5203.0,2,107.6,1,3,1,131,Regular Customer
12988.0,5201.0,1,1070.64,1,2,3,123,Regular Customer
16073.0,5200.0,2,188.7,1,2,1,121,Regular Customer
13044.0,5200.0,1,1120.94,1,2,3,123,Regular Customer
12365.0,5200.0,3,641.38,1,3,2,132,Regular Customer
12707.0,5200.0,1,1206.84,1,2,3,123,Regular Customer
16349.0,5199.0,1,107.0,1,2,1,121,Regular Customer
16913.0,5199.0,1,226.88,1,1,1,111,Churned Customer
12852.0,5199.0,2,599.5,1,2,2,122,Regular Customer
18114.0,5199.0,1,440.2,1,1,1,111,Churned Customer
15303.0,5199.0,1,1148.04,1,2,3,123,Regular Customer
16546.0,5199.0,3,-191.86,1,3,1,131,Regular Customer
15590.0,5198.0,1,-60.38,1,1,1,111,Churned Customer
17499.0,5198.0,1,1245.76,1,2,3,123,Regular Customer
15397.0,5198.0,1,188.0,1,2,1,121,Regular Customer
18068.0,5198.0,1,203.4,1,1,1,111,Churned Customer
17171.0,5198.0,1,449.82,1,1,1,111,Churned Customer
12945.0,5197.0,1,925.9,1,2,2,122,Regular Customer
13751.0,5197.0,1,592.5,1,1,2,112,Regular Customer
15543.0,5197.0,1,255.72,1,1,1,111,Churned Customer
18056.0,5197.0,1,727.3,1,1,2,112,Regular Customer
16997.0,5197.0,3,1404.0,1,3,3,133,Regular Customer
16072.0,5197.0,1,1168.64,1,2,3,123,Regular Customer
17117.0,5197.0,1,232.4,1,1,1,111,Churned Customer
13753.0,5196.0,1,1482.52,1,2,3,123,Regular Customer
12361.0,5196.0,1,379.8,1,1,1,111,Churned Customer
13973.0,5196.0,1,529.4,1,1,2,112,Regular Customer
13684.0,5194.0,2,128.46,1,3,1,131,Regular Customer
16339.0,5193.0,1,219.9,1,1,1,111,Churned Customer
14036.0,5193.0,1,1253.3,1,2,3,123,Regular Customer
17165.0,5193.0,1,317.36,1,1,1,111,Churned Customer
14046.0,5193.0,1,309.98,1,1,1,111,Churned Customer
12509.0,5193.0,1,353.0,1,1,1,111,Churned Customer
15319.0,5192.0,1,409.0,1,1,1,111,Churned Customer
12866.0,5192.0,1,1118.24,1,2,3,123,Regular Customer
15456.0,5192.0,3,894.44,1,3,2,132,Regular Customer
16078.0,5192.0,1,158.4,1,2,1,121,Regular Customer
15709.0,5192.0,1,266.5,1,1,1,111,Churned Customer
16792.0,5191.0,2,220.76,1,3,1,131,Regular Customer
13166.0,5191.0,2,829.4,1,3,2,132,Regular Customer
15733.0,5191.0,1,324.6,1,1,1,111,Churned Customer
12834.0,5191.0,1,624.76,1,1,2,112,Regular Customer
17923.0,5191.0,1,415.0,1,1,1,111,Churned Customer
13497.0,5191.0,3,642.1,1,3,2,132,Regular Customer
12873.0,5191.0,1,748.0,1,2,2,122,Regular Customer
17789.0,5190.0,1,451.8,1,1,1,111,Churned Customer
12817.0,5190.0,1,332.08,1,1,1,111,Churned Customer
17995.0,5190.0,1,152.2,1,2,1,121,Regular Customer
15257.0,5190.0,2,464.3,1,2,1,121,Regular Customer
12565.0,5190.0,2,262.34,1,3,1,131,Regular Customer
15087.0,5190.0,1,613.88,1,1,2,112,Regular Customer
16159.0,5190.0,1,696.4,1,1,2,112,Regular Customer
13715.0,5190.0,8,2107.88,1,5,4,154,Frequent Buyer
14570.0,5189.0,2,436.12,1,2,1,121,Regular Customer
17325.0,5189.0,1,193.6,1,1,1,111,Churned Customer
14670.0,5189.0,2,823.06,1,3,2,132,Regular Customer
17508.0,5189.0,1,774.62,1,2,2,122,Regular Customer
17535.0,5189.0,1,328.8,1,1,1,111,Churned Customer
13382.0,5189.0,1,445.98,1,1,1,111,Churned Customer
14779.0,5189.0,3,772.3,1,3,2,132,Regular Customer
14247.0,5187.0,1,273.54,1,1,1,111,Churned Customer
17654.0,5186.0,1,235.1,1,1,1,111,Churned Customer
15554.0,5186.0,1,434.4,1,1,1,111,Churned Customer
14048.0,5186.0,2,750.26,1,3,2,132,Regular Customer
16517.0,5186.0,1,325.4,1,1,1,111,Churned Customer
14012.0,5186.0,1,657.6,1,1,2,112,Regular Customer
12614.0,5186.0,1,631.2,1,1,2,112,Regular Customer
16598.0,5186.0,2,281.4,1,3,1,131,Regular Customer
18280.0,5186.0,1,361.2,1,1,1,111,Churned Customer
15869.0,5186.0,2,299.28,1,3,1,131,Regular Customer
